City_TD,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Kaeo,-35.1,173.7833,50.32,96,93,3.94,NZ,1659985918
278,Katobu,-4.9408,122.5276,73.51,93,100,3.56,ID,1659985920
279,Abiko,35.8667,140.0167,86.94,69,65,13.56,JP,1659985921
280,Senekal,-28.3197,27.6208,48.74,51,0,6.35,ZA,1659985923
281,Mehamn,71.0357,27.8492,51.75,82,100,9.22,NO,1659985926
282,Bathsheba,13.2167,-59.5167,83.01,89,75,19.57,BB,1659985927
283,Machiques,10.0644,-72.545,92.97,51,14,6.02,VE,1659985929
284,Tigil',57.8,158.6667,55.56,70,13,2.04,RU,1659985930
285,Manokwari,-0.8667,134.0833,77.41,80,100,4.99,ID,1659985932
286,Labuhan,-6.8844,112.2051,76.48,84,84,8.48,ID,1659985933
287,Kloulklubed,7.0419,134.2556,82.69,77,100,12.64,PW,1659985934
288,Quatre Cocos,-20.2078,57.7625,66.09,76,2,13.4,MU,1659985936
289,Effingham County,32.3669,-81.3332,90.05,43,79,2.3,US,1659985937
290,Hauterive,46.0901,3.4459,81.36,29,0,4.45,FR,1659985940
291,Härnösand,62.6323,17.9379,59.02,80,8,6.73,SE,1659985943
292,Santa Isabel Rio Negro,-0.4139,-65.0192,85.33,63,100,3.0,BR,1659985944
293,Biggar,55.6167,-3.5167,64.69,79,4,6.08,GB,1659985945
294,Bud,39.447,-86.1758,91.92,69,14,14.41,US,1659985947
295,Sochi,43.6,39.7303,73.49,68,0,4.0,RU,1659985948
296,Nongstoin,25.5167,91.2667,68.11,99,83,2.17,IN,1659985950
297,Waddān,29.1614,16.139,89.44,21,0,8.79,LY,1659985951
298,Norman Wells,65.282,-126.8329,66.45,46,88,3.13,CA,1659985952
299,Puerto Ayacucho,5.6639,-67.6236,88.02,66,88,2.77,VE,1659985954
300,Solin,43.55,16.5,83.52,37,40,13.8,HR,1659985955
301,Pasni,25.2631,63.471,81.57,87,100,7.94,PK,1659985957
302,Kuna,43.4918,-116.4201,94.66,20,0,8.05,US,1659985958
303,Uelzen,52.9667,10.5667,70.14,64,1,5.77,DE,1659985959
304,Nuuk,64.1835,-51.7216,41.61,87,100,5.75,GL,1659985961
305,Saint George,37.1041,-113.5841,101.62,21,0,4.0,US,1659985741
306,Watertown,42.3709,-71.1828,99.3,46,0,18.41,US,1659985963
307,Navolato,24.7672,-107.6944,91.13,68,100,4.36,MX,1659985965
308,Storforshei,66.4043,14.5233,58.78,62,75,0.0,NO,1659985967
309,Manadhoo,5.7667,73.3833,81.1,82,100,15.37,MV,1659985969
310,Bismil,37.8486,40.6658,91.13,29,0,7.78,TR,1659985970
311,Shahrud,36.4182,54.9763,77.23,59,6,12.84,IR,1659985971
312,Mamlyutka,54.9375,68.5394,59.36,78,15,8.25,KZ,1659985973
313,Touros,-5.1989,-35.4608,80.11,72,6,17.49,BR,1659985974
314,Narsaq,60.9167,-46.05,61.02,68,100,5.95,GL,1659985975
315,Iqaluit,63.7506,-68.5145,55.89,42,61,11.07,CA,1659985978
316,Udaipura,23.0833,78.5,79.56,86,9,5.88,IN,1659985979
317,Cayenne,4.9333,-52.3333,89.64,1,75,16.11,GF,1659985980
318,Gigmoto,13.7796,124.39,78.91,82,36,1.61,PH,1659985982
319,Codrington,-38.2667,141.9667,42.1,84,7,6.55,AU,1659985983
320,Tongling,30.95,117.7833,84.2,71,97,4.63,CN,1659985986
321,Buenaventura,3.8801,-77.0312,82.42,79,71,6.55,CO,1659985988
322,Atambua,-9.1061,124.8925,70.25,85,18,4.41,ID,1659985989
323,Ambilobe,-13.2,49.05,67.15,86,61,3.69,MG,1659985991
324,Eyl,7.9803,49.8164,76.96,75,87,26.02,SO,1659985992
325,Balyqshy,47.0667,51.8667,82.4,24,40,11.18,KZ,1659985995
326,Teguise,29.0605,-13.564,73.62,69,20,25.32,ES,1659985902
327,Khilok,51.3674,110.4676,46.98,72,3,3.67,RU,1659985997
328,Dharmābād,18.9,77.85,72.52,95,100,13.96,IN,1659985999
329,Jiaozhou,36.2839,120.0033,78.73,97,100,3.91,CN,1659986000
330,Shache,38.4167,77.2406,78.69,46,40,9.22,CN,1659986002
331,Guerrero Negro,27.9769,-114.0611,84.72,55,16,10.09,MX,1659986004
332,Stratoni,40.5141,23.8247,78.96,46,3,3.36,GR,1659986005
333,Alenquer,-1.9417,-54.7383,92.98,39,63,8.25,BR,1659986007
334,Natal,-5.795,-35.2094,81.25,69,20,11.5,BR,1659985840
335,Juneau,58.3019,-134.4197,57.85,93,100,5.75,US,1659985986
336,Kununurra,-15.7667,128.7333,66.18,100,0,0.0,AU,1659986010
337,Sīwah,29.2041,25.5195,91.65,25,3,6.42,EG,1659986012
338,Lowestoft,52.4752,1.7516,69.42,81,28,8.97,GB,1659986013
339,Baykit,61.67,96.37,58.42,78,100,3.31,RU,1659986015
340,Cabedelo,-6.9811,-34.8339,81.27,76,7,16.96,BR,1659986016
341,Simao,22.7886,100.9748,63.66,98,4,0.54,CN,1659986018
342,Tanout,14.9709,8.8879,86.13,52,38,15.61,NE,1659986019
343,Sistranda,63.7256,8.834,58.96,80,100,4.7,NO,1659986021
344,Lorengau,-2.0226,147.2712,80.6,79,100,9.55,PG,1659986023
345,Santa Rosa,14.3122,121.1114,77.09,93,100,4.72,PH,1659985929
346,Chicama,-7.8447,-79.1469,61.34,58,7,10.25,PE,1659986025
347,Sherlovaya Gora,50.5667,116.25,48.9,72,7,7.63,RU,1659986027
348,Kumul,42.8,93.45,85.66,27,0,9.08,CN,1659986028
349,Porbandar,21.6422,69.6093,80.6,92,100,15.77,IN,1659986032
350,Tambura,5.6,27.4667,69.82,93,43,3.49,SS,1659986033
351,Fenoarivo,-18.933,47.4354,50.07,93,20,5.75,MG,1659986034
352,Byron Bay,-28.65,153.6167,49.71,87,36,12.08,AU,1659985659
353,Sijunjung,-0.6876,100.9537,72.37,92,75,2.35,ID,1659986037
354,Mapiri,-15.25,-68.1667,75.83,74,100,2.55,BO,1659986038
355,San Quintín,30.4833,-115.95,77.7,68,8,10.31,MX,1659986040
356,Marolambo,-20.05,48.1167,59.63,97,65,0.65,MG,1659986041
357,Moville,42.4889,-96.0725,76.69,27,0,8.97,US,1659986042
358,Ust-Kuyga,70.0167,135.6,59.04,81,100,3.47,RU,1659986044
359,Suleja,9.1758,7.1808,73.18,92,83,1.92,NG,1659986045
360,Hoi An,15.8794,108.335,80.56,89,100,7.14,VN,1659986047
361,Surgut,61.25,73.4167,68.18,82,0,6.71,RU,1659986048
362,Endicott,42.0984,-76.0494,92.41,57,75,12.66,US,1659985977
363,Batemans Bay,-35.7167,150.1833,49.1,93,93,5.55,AU,1659986052
364,San Andrés,12.5847,-81.7006,81.72,83,98,13.96,CO,1659985887
365,Mujiayingzi,42.1167,118.7833,68.32,45,100,3.8,CN,1659986054
366,Kargasok,59.0556,80.8572,57.13,74,56,6.24,RU,1659986056
367,Lubango,-14.9172,13.4925,63.81,16,0,4.14,AO,1659986057
368,Esim,4.8699,-2.2405,74.8,83,14,8.1,GH,1659986058
369,Waingapu,-9.6567,120.2641,74.46,87,8,6.15,ID,1659986060
370,Colwyn Bay,53.2948,-3.7267,66.22,3,5,1.99,GB,1659986061
371,Faya,18.3851,42.4509,64.92,71,73,1.83,SA,1659986062
372,Magalia,39.8121,-121.5783,88.12,36,15,1.99,US,1659986064
373,Miandrivazo,-19.5167,45.4667,70.68,57,0,3.11,MG,1659986065
374,Hollola,61.05,25.4333,55.58,76,86,2.1,FI,1659986066
375,Dalnerechensk,45.9339,133.7225,56.5,81,0,8.05,RU,1659986068
376,Meihekou,42.5272,125.6753,58.15,84,1,5.64,CN,1659986069
377,Bereda,43.2686,-7.5406,70.41,92,0,6.06,ES,1659986071
378,Gazojak,41.1875,61.4036,82.71,21,18,18.77,TM,1659986073
379,Kulhudhuffushi,6.6221,73.07,80.87,84,100,15.23,MV,1659986074
380,Ilulissat,69.2167,-51.1,44.62,93,75,4.61,GL,1659986076
381,Teeli,51.0333,90.2333,56.93,74,100,2.53,RU,1659986077
382,Port Hardy,50.6996,-127.4199,62.78,72,75,10.36,CA,1659986079
383,Krasnogvardeyskoye,45.8456,41.5186,74.89,40,0,7.11,RU,1659986080
384,Batticaloa,7.7102,81.6924,82.54,57,100,13.18,LK,1659986082
385,Baghdad,33.3406,44.4009,93.11,15,0,6.91,IQ,1659985916
386,Straumen,63.8709,11.2999,60.8,80,100,3.94,NO,1659986084
387,Dārāb,28.7519,54.5444,94.19,17,0,7.52,IR,1659986087
388,Novosysoyevka,44.235,133.3642,57.07,95,45,3.91,RU,1659986088
389,Zhigansk,66.7697,123.3711,51.35,85,99,4.14,RU,1659986089
390,Ilawe,7.8667,4.4333,72.59,88,100,4.16,NG,1659986091
391,Mahabalipuram,12.6264,80.1722,88.05,62,100,16.62,IN,1659986092
392,Waitati,-45.75,170.5667,37.8,85,95,8.72,NZ,1659986093
393,Santa Cruz de la Sierra,-17.8,-63.1667,67.46,83,75,13.8,BO,1659986072
394,Springbok,-29.6643,17.8865,52.56,38,100,8.55,ZA,1659986096
395,Ahipara,-35.1667,173.1667,50.94,88,26,1.19,NZ,1659986097
396,Yatou,37.15,122.3833,76.95,95,84,3.06,CN,1659986099
397,Prieska,-29.6641,22.7474,56.62,46,14,1.92,ZA,1659986101
398,Sitka,57.0531,-135.33,58.89,77,75,0.0,US,1659986104
399,Upata,8.0086,-62.3989,89.19,64,89,2.28,VE,1659986105
400,Rovigo,45.08,11.793,80.06,61,7,7.63,IT,1659986107
401,Kattivākkam,13.2167,80.3167,88.07,68,100,18.16,IN,1659986108
402,Havelock,34.8791,-76.9013,89.98,72,11,5.01,US,1659986110
403,Warrnambool,-38.3833,142.4833,44.11,78,98,6.35,AU,1659986111
404,São João da Barra,-21.6403,-41.0511,78.89,67,53,14.79,BR,1659986113
405,Nueva Loja,0.0847,-76.8828,71.62,100,75,8.05,EC,1659986115
406,Acaraú,-2.8856,-40.12,83.43,60,31,19.75,BR,1659986117
407,Leer,8.3018,30.1418,73.04,95,100,1.23,SS,1659986119
408,Nouakchott,18.0858,-15.9785,84.13,77,0,11.01,MR,1659986120
409,Polovinnoye,54.7914,65.9864,59.7,72,81,7.43,RU,1659986122
410,Anjozorobe,-18.4,47.8667,50.32,93,50,5.7,MG,1659986123
411,Bako,5.7833,36.5667,70.07,59,100,2.98,ET,1659986124
412,Svetlaya,46.5389,138.3297,62.4,77,0,6.89,RU,1659986126
413,Kiryat Gat,31.61,34.7642,81.28,100,0,6.4,IL,1659986041
414,Prymors'k,46.7348,36.3443,81.18,28,1,9.19,UA,1659986130
415,Būlaevo,54.9056,70.4439,65.32,61,66,9.53,KZ,1659986131
416,Bandundu Province,-3.3167,17.3667,85.69,32,0,0.67,CD,1659986133
417,Hamilton,39.1834,-84.5333,92.08,68,40,14.97,US,1659986050
418,Bonthe,7.5264,-12.505,77.54,80,91,10.54,SL,1659986135
419,Agüimes,27.9054,-15.4461,73.85,71,20,28.77,ES,1659986137
420,Bereket,39.2446,55.5154,89.49,23,0,6.53,TM,1659986138
421,Fuerte Olimpo,-21.0415,-57.8738,65.01,96,100,7.05,PY,1659986139
422,General Pico,-35.6566,-63.7568,51.4,62,100,0.11,AR,1659985875
423,Navoiy,40.0844,65.3792,74.68,25,0,2.3,UZ,1659986142
424,Beringovskiy,63.05,179.3167,47.44,62,92,3.02,RU,1659986143
425,Kosiv,48.3107,25.0958,64.18,91,100,3.2,UA,1659986145
426,San Policarpo,12.1791,125.5072,77.88,85,95,2.64,PH,1659986146
427,Muhororo,0.9381,30.7594,67.19,59,32,3.0,UG,1659986147
428,Paramonga,-10.6667,-77.8333,66.6,71,9,12.82,PE,1659986149
429,Ayan,56.45,138.1667,54.5,99,100,19.77,RU,1659986150
430,Cerrito,6.8432,-72.694,66.43,59,28,2.59,CO,1659986151
431,Honchō,41.8833,140.6833,75.13,97,100,10.02,JP,1659986153
432,Rio Brilhante,-21.8019,-54.5464,74.97,75,100,3.06,BR,1659986151
433,Parrita,9.5201,-84.3225,81.99,78,100,7.09,CR,1659986155
434,Nānākuli,21.3906,-158.1547,83.43,61,40,10.36,US,1659986156
435,Plettenberg Bay,-34.0527,23.3716,59.81,80,6,5.53,ZA,1659986158
436,Agios Vasileios,37.8,22.8,81.3,44,0,8.9,GR,1659986159
437,Rebrikha,53.0733,82.3408,61.99,68,92,5.57,RU,1659986161
438,Kudahuvadhoo,2.6708,72.8944,81.55,78,100,11.14,MV,1659986162
439,Brumadinho,-20.1433,-44.1997,82.72,34,34,10.51,BR,1659986163
440,Porto União,-26.2381,-51.0783,67.96,71,65,4.16,BR,1659986165
441,Mogadishu,2.0371,45.3438,76.32,83,88,21.9,SO,1659986166
442,Ruidoso,33.3317,-105.673,80.76,42,40,16.11,US,1659986168
443,Richards Bay,-28.783,32.0377,65.61,83,50,14.79,ZA,1659986169
444,Kavaratti,10.5669,72.642,80.73,83,100,21.21,IN,1659986171
445,Chenzhou,25.8,113.0333,76.86,85,5,4.76,CN,1659986172
446,Nanortalik,60.1432,-45.2371,45.73,82,100,6.87,GL,1659986174
447,Hamina,60.5697,27.1979,65.48,68,91,1.61,FI,1659986175
448,Lavrentiya,65.5833,-171.0,38.93,86,100,11.99,RU,1659986177
449,Wynyard,-41.0,145.7167,41.95,92,49,1.86,AU,1659986178
450,Rossland,49.0831,-117.8022,82.62,16,0,4.45,CA,1659986180
451,Velyka Bahachka,49.7912,33.7226,68.74,72,33,7.36,UA,1659986181
452,Balikpapan,-1.2675,116.8289,81.59,83,40,3.44,ID,1659986184
453,Tual,-5.6667,132.75,79.88,83,89,22.93,ID,1659986185
454,Bento Gonçalves,-29.1714,-51.5192,53.96,95,100,10.0,BR,1659986187
455,Isla Mujeres,21.2311,-86.731,89.65,67,98,7.72,MX,1659986188
456,Pochutla,15.7432,-96.4661,90.82,56,100,7.11,MX,1659986190
457,Lake Shasta,40.6804,-122.3708,92.75,29,0,1.99,US,1659986163
458,Wanaka,-44.7,169.15,29.1,82,71,1.99,NZ,1659986193
459,Karpathos,35.507,27.2132,76.96,83,20,17.27,GR,1659986194
460,Westport,41.1415,-73.3579,95.27,65,0,16.11,US,1659986196
461,Reconquista,-29.15,-59.65,59.07,70,100,10.42,AR,1659986197
462,Leh,34.1667,77.5833,67.68,46,82,6.06,IN,1659986198
463,Lodja,-3.4833,23.4333,79.92,34,28,0.67,CD,1659986200
464,Praia da Vitória,38.7333,-27.0667,77.76,84,22,9.53,PT,1659986075
465,Cherskiy,68.75,161.3,51.12,49,83,6.06,RU,1659986202
466,Burayevo,55.8407,55.4083,69.39,68,84,2.98,RU,1659986203
467,Urusha,54.05,122.9,51.57,81,100,10.11,RU,1659986205
468,Hammond,41.5834,-87.5,84.4,79,75,13.8,US,1659986206
469,Mackay,-21.15,149.2,46.69,57,0,9.86,AU,1659986209
470,Springdale,36.1867,-94.1288,95.58,52,75,12.66,US,1659986086
471,Francistown,-21.17,27.5079,70.81,25,0,8.37,BW,1659986211
472,Dongli,23.5656,116.8194,75.18,100,75,6.71,CN,1659986212
473,Barabai,-2.5833,115.3833,73.17,88,25,1.72,ID,1659986214
474,Amaigbo,5.7892,7.8383,74.57,92,100,6.46,NG,1659986215
475,Naze,28.3667,129.4833,81.52,77,57,6.17,JP,1659986217
476,Saurimo,-9.6608,20.3916,69.8,22,0,4.14,AO,1659986218
477,Iskateley,67.6803,53.1512,57.94,61,100,13.8,RU,1659986219
478,Ossora,59.2353,163.0719,58.71,78,33,3.38,RU,1659986221
479,Barra de Tecoanapa,16.5167,-98.75,85.93,63,100,8.21,MX,1659986227
480,Pemba,-12.974,40.5178,74.1,83,20,9.22,MZ,1659986229
481,Tumut,-35.3,148.2167,37.29,91,8,2.91,AU,1659986231
482,Susa,32.1942,48.2436,108.36,11,0,13.22,IR,1659986232
483,Russell,32.3502,-85.1999,90.68,58,0,3.44,US,1659986234
484,Olafsvik,64.8945,-23.7142,52.05,92,100,14.83,IS,1659986235
485,Sandnessjøen,66.0217,12.6316,59.52,72,75,14.97,NO,1659986237
486,Kendal,54.3268,-2.7476,65.61,71,64,3.31,GB,1659986238
487,Kahului,20.8947,-156.47,84.22,65,40,16.11,US,1659986240
488,Grand Gaube,-20.0064,57.6608,70.2,77,2,3.0,MU,1659986242
489,Tirumullaivāsal,11.2333,79.8333,82.63,64,100,19.62,IN,1659986243
490,Bowen,-20.0167,148.2333,56.95,74,0,8.66,AU,1659986244
491,Nadvoitsy,63.8667,34.3167,57.11,69,100,4.92,RU,1659986246
492,São Luiz Gonzaga,-28.4083,-54.9608,60.58,82,100,10.13,BR,1659986247
493,Xishan,27.6667,113.5,79.66,77,3,3.15,CN,1659986249
494,Gambēla,8.25,34.5833,70.43,98,100,1.57,ET,1659986250
495,Guntakal,15.1667,77.3833,74.3,80,100,21.41,IN,1659986253
496,Tongliao,43.6125,122.2653,63.48,58,0,8.72,CN,1659986254
497,Delta del Tigre,-34.7633,-56.3853,55.81,62,20,14.97,UY,1659986256
498,Geraldton,-28.7667,114.6,57.61,62,40,17.27,AU,1659986257
499,Chibuto,-24.6867,33.5306,72.09,42,0,11.81,MZ,1659986258
500,Marawi,7.9986,124.2928,67.55,97,100,1.52,PH,1659986260
501,Yangi Marg`ilon,40.4272,71.7189,84.92,23,0,9.22,UZ,1659986261
502,Ashland,40.8167,-82.2665,86.27,78,98,13.91,US,1659986263
503,Polunochnoye,60.8697,60.4153,67.62,64,53,3.29,RU,1659986264
504,Pimenta Bueno,-11.6725,-61.1936,99.46,27,39,1.74,BR,1659986003
505,Halvad,23.0167,71.1833,83.68,80,100,2.68,IN,1659986267
506,Tornio,65.8481,24.1466,57.22,74,100,5.91,FI,1659986268
507,Orapa,-21.2833,25.3667,65.79,24,0,6.73,BW,1659986269
508,La Rioja,42.25,-2.5,73.18,55,70,4.14,ES,1659986271
509,Dunedin,-45.8742,170.5036,37.8,85,85,11.92,NZ,1659986134
510,Suntar,62.1444,117.6319,54.97,96,100,5.06,RU,1659986273
511,Berlevåg,70.8578,29.0864,51.8,76,100,11.5,NO,1659986274
512,Kutum,14.2,24.6667,75.15,70,85,16.82,SD,1659986277
513,Sudak,44.85,34.9667,76.53,52,0,10.49,UA,1659986278
514,Virginia Beach,36.8529,-75.978,95.02,58,75,8.05,US,1659985953
515,Magway,20.15,94.9167,75.74,95,100,11.92,MM,1659986150
516,Beira,-19.8436,34.8389,64.49,88,0,4.61,MZ,1659986282
517,Sola,-13.8833,167.55,80.42,69,5,2.21,VU,1659986284
518,Bam,29.106,58.357,92.35,14,0,9.51,IR,1659986285
519,Wazīrganj,28.2167,79.05,87.85,63,5,5.57,IN,1659986287
520,Samarai,-10.6167,150.6667,79.32,71,100,13.87,PG,1659986288
521,Sinnamary,5.3833,-52.95,85.46,65,99,11.68,GF,1659986290
522,Berdigestyakh,62.0989,126.6992,52.12,88,100,8.16,RU,1659986291
523,Neuquén,-38.9516,-68.0591,46.29,76,75,3.44,AR,1659986293
524,Evensk,61.95,159.2333,54.37,76,3,1.77,RU,1659986294
525,Gairo,39.8497,9.5047,70.7,80,0,1.95,IT,1659986296
526,Tahe,52.3333,124.7333,51.24,85,100,11.48,CN,1659986297
527,Pangnirtung,66.1451,-65.7125,50.0,71,40,3.44,CA,1659986299
528,Ormara,25.2088,64.6357,81.59,86,99,9.48,PK,1659986300
529,Rūdbār,30.15,62.6,95.45,13,61,14.2,AF,1659986302
530,Quryq,43.2,51.65,76.23,50,100,10.76,KZ,1659986303
531,Sørland,67.667,12.6934,55.26,86,100,22.79,NO,1659986305
532,State College,40.7934,-77.86,91.58,65,75,6.91,US,1659986306
533,Divnogorsk,55.9594,92.3619,53.74,85,13,0.94,RU,1659986307
534,Santiago,-33.4569,-70.6483,63.0,40,0,3.44,CL,1659985986
535,Talnakh,69.4865,88.3972,63.21,94,99,6.24,RU,1659986311
536,São Filipe,14.8961,-24.4956,79.36,82,100,9.26,CV,1659986313
537,Zyryanka,65.75,150.85,65.19,65,10,5.59,RU,1659986314
538,Taoudenni,22.6783,-3.9836,109.15,8,0,12.21,ML,1659986316
539,Karratha,-20.7377,116.8463,68.52,38,96,10.13,AU,1659986318
540,Setermoen,68.861,18.3486,54.43,77,100,1.01,NO,1659986319
541,Requena,39.4883,-1.1004,75.79,49,0,8.55,ES,1659986322
542,Racoviţa,45.6983,21.6358,72.01,88,100,9.71,RO,1659986323
543,San Rafael del Sur,11.8485,-86.4384,83.37,67,100,11.88,NI,1659986325
544,Guozhen,34.3659,107.359,81.57,72,96,3.56,CN,1659986327
545,Manta,-0.95,-80.7333,76.78,73,100,9.22,EC,1659986329
546,Kieta,-6.2167,155.6333,77.83,84,84,1.61,PG,1659986330
547,Tilichiki,60.4667,166.1,55.0,79,83,3.04,RU,1659986331
548,Taltal,-25.4,-70.4833,61.61,66,24,5.5,CL,1659986333
549,San Julián,21.0167,-102.1667,71.83,47,100,2.89,MX,1659986334
550,Shimoda,34.6667,138.95,80.1,89,100,12.28,JP,1659986335
551,Mogadouro,41.3403,-6.7119,86.25,19,0,4.83,PT,1659986337
552,Ishigaki,24.3448,124.1572,82.53,78,20,5.75,JP,1659986338
553,Jiaozuo,35.2397,113.2331,77.77,96,100,3.33,CN,1659986071
554,Broome,42.2506,-75.833,92.53,57,75,12.66,US,1659986341
555,Safi,32.2994,-9.2372,71.47,74,0,16.89,MA,1659986342
556,Basti,26.8,82.7167,86.2,70,100,6.71,IN,1659986343
